Headline,Primary,Secondary,Date,Day,Month,Year,Sentiment,SentimentPolarity,Emotion,Url
 Clearing agents reject Customs’ 15% levy on imported vehicles ,Transportation,Finance,15-4-22,15,4,2022,Neutral,0.0,sadness,https://punchng.com/clearing-agents-reject-customs-15-levy-on-imported-vehicles/
 We planned wedding soon girlfriend pens emotional tribute to killed FRSC official ,Youth Development,Entertainment,15-4-22,15,4,2022,Negative,-0.1,anticipation,https://punchng.com/we-planned-wedding-soon-girlfriend-pens-emotional-tribute-to-killed-frsc-official/
 N25m damages: I can pay 100 lawyers Linda Ikeji knocks law firm over libel judgement ,Legal,Justice,15-4-22,15,4,2022,Negative,-0.2,trust,https://punchng.com/n25m-damages-i-can-pay-100-lawyers-linda-ikeji-knocks-law-firm-over-libel-judgement/
 Obaseki tasks Christians on love tolerance at Easter ,Youth Development,Education,15-4-22,15,4,2022,Positive,0.5,joy,https://punchng.com/obaseki-tasks-christians-on-love-tolerance-at-easter/
 INEC contacts missing staff after gunmen attack in Imo ,Information and Culture,Education,15-4-22,15,4,2022,Negative,-0.2,fear,https://punchng.com/inec-contacts-missing-staff-after-gunmen-attack-in-imo/
 Rivers: Gunmen invade gov aspirant's home four days after declaration ,Politics,Education,15-4-22,15,4,2022,Neutral,0.0,anger,https://punchng.com/rivers-gunmen-invade-gov-aspirants-home-four-days-after-declaration/
 Barcelona's Pedri suffers hamstring injury ,Health,Youth Development,15-4-22,15,4,2022,Negative,-0.6,anger,https://punchng.com/barcelonas-pedri-suffers-hamstring-injury/
 Ligue 1 fixtures: Marseille face tough test against PSG ,Sports,Environment,15-4-22,15,4,2022,Negative,-0.4,sadness,https://punchng.com/ligue-1-fixtures-marseille-face-tough-test-against-psg/
 Alaafin Peller hail Agunbiade at 50 ,Power,Crime,15-4-22,15,4,2022,Neutral,0.0,sadness,https://punchng.com/alaafin-peller-hail-agunbiade-at-50/
 Imo killing: INEC extends voter registration suspension to other centres ,Education,Youth Development,15-4-22,15,4,2022,Negative,-0.1,fear,https://punchng.com/imo-killing-inec-extends-voter-registration-suspension-to-other-centres/
 2023: YPP sets timeline for national convention presidential primary ,Legislative,Education,15-4-22,15,4,2022,Positive,0.4,anticipation,https://punchng.com/2023-ypp-sets-timeline-for-national-convention-presidential-primary/
 EPL: Burnley sack manager Sean ​Dyche ,Youth Development,Sports,15-4-22,15,4,2022,Neutral,0.0,0,https://punchng.com/epl-burnley-sack-manager-sean-%e2%80%8bdyche/
 Easter: 35 die in Zimbabwe bus crash ,Youth Development,Transportation,15-4-22,15,4,2022,Neutral,0.0,fear,https://punchng.com/easter-35-die-in-zimbabwe-bus-crash/
 Liverpool Man City face defining moment in FA Cup clash ,Youth Development,Politics,15-4-22,15,4,2022,Neutral,0.0,anger,https://punchng.com/liverpool-man-city-face-defining-moment-in-fa-cup-clash/
 La Liga fixtures: Real Madrid face Sevilla as Barcelona host Cadiz ,Sports,Youth Development,15-4-22,15,4,2022,Positive,0.2,0,https://punchng.com/la-liga-fixtures-real-madrid-face-sevilla-as-barcelona-host-cadiz/
 Insecurity: Why Northern elders are angry with Buhari - Femi Adesina ,Power,Politics,15-4-22,15,4,2022,Negative,-0.5,anticipation,https://punchng.com/insecurity-why-northern-elders-are-angry-with-buhari-femi-adesina/
 How Nigeria can lower debt service-to-revenue –DMO ,Education,Power,15-4-22,15,4,2022,Neutral,0.0,sadness,https://punchng.com/how-nigeria-can-lower-debt-service-to-revenue-dmo/
 Families of kidnapped train passengers groan appeal  to bandits ,Youth Development,Crime,15-4-22,15,4,2022,Neutral,0.0,disgust,https://punchng.com/families-of-kidnapped-train-passengers-groan-appeal-to-bandits/
 N4tn petrol subsidy’ll kill economy MAN LCCI others warn Buhari ,Health,Power,15-4-22,15,4,2022,Neutral,0.0,sadness,https://punchng.com/n4tn-petrol-subsidyll-kill-economy-man-lcci-others-warn-buhari/
 APC chieftain slams Buhari over N3.5tn fuel subsidy request ,Education,Power,15-4-22,15,4,2022,Neutral,0.0,anticipation,https://punchng.com/apc-chieftain-slams-buhari-over-n3-5tn-fuel-subsidy-request/
 Ukraine: Five killed in Russian strikes -Kyiv ,Power,Foreign Affairs,15-4-22,15,4,2022,Negative,-0.1,0,https://punchng.com/ukraine-five-killed-in-russian-strikes-kyiv/
 Insecurity: Buhari failed to fulfil promise says Kwankwaso ,Power,Education,15-4-22,15,4,2022,Negative,-0.5,joy,https://punchng.com/insecurity-buhari-failed-to-fulfil-promise-says-kwankwaso/
 Veteran highlife musician  Orlando Julius dies at 79 ,Entertainment,Youth Development,15-4-22,15,4,2022,Neutral,0.0,0,https://punchng.com/just-in-veteran-highlife-musician-orlando-julius-dies-at-79/
 Cricket: Joe Root resigns as England Test captain ,Sports,Youth Development,15-4-22,15,4,2022,Neutral,0.0,anticipation,https://punchng.com/cricket-joe-root-resigns-as-england-test-captain/
 Man United fans hold anti-Glazer protest at training ground ,Power,Education,15-4-22,15,4,2022,Neutral,0.0,trust,https://punchng.com/man-united-fans-hold-anti-glazer-protest-at-training-ground/
 Court invasion: Bayelsa police arrest two suspects as NBA condemns violence ,Politics,Crime,15-4-22,15,4,2022,Negative,-0.1,sadness,https://punchng.com/court-invasion-bayelsa-police-arrest-two-suspects-as-nba-condemns-violence/
 Friendly: Super Eagles to play Ecuador in New Jersey ,Health,Sports,15-4-22,15,4,2022,Positive,0.3,0,https://punchng.com/friendly-super-eagles-to-play-ecuador-in-new-jersey/
 Why Osinbajo Tinubu should drop presidential ambition –Ohanaeze ,Politics,Power,15-4-22,15,4,2022,Neutral,0.0,anticipation,https://punchng.com/why-osinbajo-tinubu-should-drop-presidential-ambition-ohanaeze/
 Nigerian music industry does not respect hip-hop - Rapper M.I Abaga ,Education,Entertainment,15-4-22,15,4,2022,Neutral,0.0,joy,https://punchng.com/nigerian-music-industry-does-not-respect-hip-hop-rapper-m-i-abaga/
 Gombe NOA seeks patronage for locally produced goods ,Education,Power,15-4-22,15,4,2022,Neutral,0.0,anticipation,https://punchng.com/gombe-noa-seeks-patronage-for-locally-produced-goods/
 Ligue 1: Marseille fans banned from PSG showdown ,Sports,Entertainment,16-4-22,16,4,2022,Neutral,0.0,0,https://punchng.com/ligue-1-marseille-fans-banned-from-psg-showdown/
 Rivers: Unmask attackers of APC gov aspirant’s residence group urges police ,Politics,Education,16-4-22,16,4,2022,Neutral,0.0,fear,https://punchng.com/rivers-unmask-attackers-of-apc-gov-aspirants-residence-group-urges-police/
 Zulum shares N275m food to 90000 displaced families ,Education,Health,16-4-22,16,4,2022,Neutral,0.0,joy,https://punchng.com/zulum-shares-n275m-food-to-90000-displaced-families/
 APC rewarding Nigerians with projects says Lawan ,Education,Environment,16-4-22,16,4,2022,Positive,0.5,0,https://punchng.com/apc-rewarding-nigerians-with-projects-says-lawan/
 Protesting Imo women ask govt to arrest drug dealers ,Crime,Youth Development,16-4-22,16,4,2022,Negative,-0.1,sadness,https://punchng.com/protesting-imo-women-ask-govt-to-arrest-drug-dealers/
 I weep for Nigeria SAN faults pardon of Nyame Dariye ,Justice,Youth Development,16-4-22,16,4,2022,Neutral,0.0,sadness,https://punchng.com/i-weep-for-nigeria-san-faults-pardon-of-nyame-dariye/
 Tinubu Osinbajo mustn’t allow supporters to plunge South-West into another Operation  Wet e –YCE scribe Olajide ,Power,Information and Culture,16-4-22,16,4,2022,Negative,-0.1,fear,https://punchng.com/tinubu-osinbajo-mustnt-allow-supporters-to-plunge-south-west-into-another-operation-wet-e-yce-scribe-olajide/
 2023: Gombe govt gives political appointees 30-day resignation notice ,Power,Politics,16-4-22,16,4,2022,Neutral,0.0,sadness,https://punchng.com/2023-gombe-govt-gives-political-appointees-30-day-resignation-notice/
 Russia bombs second military factory in Ukraine's capital ,Power,Politics,16-4-22,16,4,2022,Negative,-0.1,fear,https://punchng.com/russia-bombs-second-military-factory-in-ukraines-capital/
 Russia bans entry to Boris Johnson other top UK officials ,Politics,Sports,16-4-22,16,4,2022,Positive,0.2,anticipation,https://punchng.com/russia-bans-entry-to-boris-johnson-other-top-uk-officials/
 Easter: Seminarian dies while acting drama in Imo ,Politics,Youth Development,16-4-22,16,4,2022,Neutral,0.0,0,https://punchng.com/easter-seminarian-dies-while-acting-drama-in-imo/
 $1bn military helicopters: US trainers to spend two years in Nigeria security experts hail move ,Education,Aviation,16-4-22,16,4,2022,Negative,-0.1,fear,https://punchng.com/1bn-military-helicopters-us-trainers-to-spend-two-years-in-nigeria-security-experts-hail-move/
 Easter: Producer seeks peace as Itan returns to MUSON stage ,Youth Development,Education,16-4-22,16,4,2022,Neutral,0.0,anticipation,https://punchng.com/easter-producer-seeks-end-to-ethnic-clashes-with-drama/
 My late husband wanted our son to step into his activism shoes I’m duty-bound to make it happen – Okei-Odumakin ,Youth Development,Power,16-4-22,16,4,2022,Negative,-0.3,sadness,https://punchng.com/my-late-husband-wanted-our-son-to-step-into-his-activism-shoes-im-duty-bound-to-make-it-happen-okei-odumakin/
 Soludo won't relent against criminal elements says APGA ,Crime,Youth Development,16-4-22,16,4,2022,Negative,-0.4,anger,https://punchng.com/soludo-wont-relent-against-criminal-elements-says-apga/
 2023: Olu of Warri didn't endorse Tinubu - Palace ,Power,Education,16-4-22,16,4,2022,Neutral,0.0,0,https://punchng.com/2023-olu-of-warri-didnt-endorse-tinubu-palace/
 Extortion: Police to hold DPOs Commanders responsible - FPRO ,Crime,Power,16-4-22,16,4,2022,Positive,0.2,anticipation,https://punchng.com/extortion-police-to-hold-dpos-commanders-responsible-fpro/
 Akwa Ibom APC: Akpanudoedehe warns Adamu against disobeying court order ,Youth Development,Power,16-4-22,16,4,2022,Neutral,0.0,anger,https://punchng.com/akwa-ibom-apc-akpanudoedehe-warns-adamu-against-disobeying-court-order/
 It’s unfortunate terrorists have become parallel govt – Middle Belt Forum ,Education,Legal,16-4-22,16,4,2022,Negative,-0.2,sadness,https://punchng.com/its-unfortunate-terrorists-have-become-parallel-govt-middle-belt-forum/
 Police arrest landlord for molesting Ogun twins ,Youth Development,Crime,16-4-22,16,4,2022,Negative,-0.1,sadness,https://punchng.com/police-arrest-landlord-for-molesting-ogun-twins/
 19-year-old Favour Ofili breaks Okagbare's 200m record ,Youth Development,Information and Culture,16-4-22,16,4,2022,Neutral,0.0,0,https://punchng.com/19-year-old-favour-ofili-breaks-okagbares-200m-record/
 Lanre Gentry not bothered about Mercy Aigbe anymore –Wife ,Politics,Youth Development,16-4-22,16,4,2022,Neutral,0.0,0,https://punchng.com/lanre-gentry-not-bothered-about-mercy-aigbe-anymore-wife/
 Political transformation: Sinners in PDP saints in APC ,Politics,Education,16-4-22,16,4,2022,Neutral,0.0,0,https://punchng.com/political-transformation-sinners-in-pdp-saints-in-apc/
 Harvest of deaths in entertainers’ Circle ,Entertainment,Politics,16-4-22,16,4,2022,Neutral,0.0,0,https://punchng.com/harvest-of-deaths-in-entertainers-circle/
 Suspected herders invade Enugu communities kill three villagers ,Youth Development,Environment,16-4-22,16,4,2022,Neutral,0.0,fear,https://punchng.com/suspected-herders-invade-enugu-communities-kill-three-villagers/
 Delta hotel manager workers arrested as lady’s corpse recovered ,Youth Development,Health,16-4-22,16,4,2022,Neutral,0.0,disgust,https://punchng.com/delta-hotel-manager-workers-arrested-as-ladys-corpse-recovered/
 State pardon to Dariye Nyame disservice to judiciary says Wike ,Education,Politics,16-4-22,16,4,2022,Neutral,0.0,anticipation,https://punchng.com/state-pardon-to-dariye-nyame-disservice-to-judiciary-says-wike/
 2023: I fully support Tinubu's ambition says ex-NAN MD Onanuga ,Education,Youth Development,16-4-22,16,4,2022,Neutral,0.0,anticipation,https://punchng.com/2023-i-fully-support-tinubus-ambition-says-ex-nan-md-onanuga/
 Bundesliga: Haaland hits double as Dortmund thrash Wolfsburg 6-1 ,Sports,Youth Development,16-4-22,16,4,2022,Neutral,0.0,anger,https://punchng.com/bundesliga-haaland-hits-double-as-dortmund-thrash-wolfsburg-6-1/
 Man United vs Norwich: Ronaldo scores hat-trick as United win 3-2 ,Sports,Youth Development,16-4-22,16,4,2022,Positive,0.8,0,https://punchng.com/man-united-vs-norwich-ronaldo-scores-hat-trick-as-united-win-3-2/
 UPDATED: Liverpool beat Man City 3-2 to reach FA Cup final ,Power,Youth Development,16-4-22,16,4,2022,Neutral,0.0,0,https://punchng.com/breaking-liverpool-beat-man-city-3-2-to-reach-fa-cup-final/
 Easter: Pray for Leah Sharibu kidnapped train passengers senator urges Christians ,Education,Youth Development,16-4-22,16,4,2022,Neutral,0.0,0,https://punchng.com/easter-pray-for-leah-sharibu-kidnapped-train-passengers-senator-urges-christians/
 Nigeria thrash Egypt 4-0 in U-17 World Cup qualifiers   ,Politics,Youth Development,17-4-22,17,4,2022,Neutral,0.0,anger,https://punchng.com/nigeria-thrash-egypt-4-0-in-u-17-world-cup-qualifiers/
 Insecurity: Kaduna bishops back Northern elders ask Buhari to resign ,Education,Power,17-4-22,17,4,2022,Neutral,0.0,anticipation,https://punchng.com/insecurity-kaduna-bishops-back-northern-elders-ask-buhari-to-resign/
 Osinachi's husband never allowed late singer enjoy her labour says mother ,Youth Development,Education,17-4-22,17,4,2022,Neutral,0.1,sadness,https://punchng.com/osinachis-husband-never-allowed-late-singer-enjoy-her-labour-says-mother/
 Terrorists kill cop three others abduct many in Niger community ,Youth Development,Crime,17-4-22,17,4,2022,Positive,0.5,fear,https://punchng.com/terrorists-kill-cop-three-others-abduct-many-in-niger-community/
 2023: Ex-lawmaker Magnus Abe joins Rivers gov race ,Politics,Power,17-4-22,17,4,2022,Neutral,0.0,0,https://punchng.com/just-in-2023-ex-lawmaker-magnus-abe-joins-rivers-gov-race/
 2023: I want to bring prosperity to Abians says APC gov aspirant ,Power,Education,17-4-22,17,4,2022,Neutral,0.0,anticipation,https://punchng.com/2023-i-want-to-bring-prosperity-to-abians-says-apc-gov-aspirant/
 Respect Nigerians they understand talent Shattawale tells Ghanaians ,Information and Culture,Education,17-4-22,17,4,2022,Neutral,0.0,anticipation,https://punchng.com/respect-nigerians-they-understand-talent-shattawale-tells-ghanaians/
 2023: Kukah lists qualities next Nigeria's president should have ,Education,Politics,17-4-22,17,4,2022,Neutral,0.0,anticipation,https://punchng.com/2023-kukah-lists-qualities-next-nigerias-president-should-have/
 UK archbishop slams govt's plan to send asylum seekers to Rwanda ,Education,Youth Development,17-4-22,17,4,2022,Neutral,0.0,anticipation,https://punchng.com/uk-archbishop-slams-govts-plan-to-send-asylum-seekers-to-rwanda/
 Ganduje condoles with families of six clerics who died in auto crash ,Education,Youth Development,17-4-22,17,4,2022,Neutral,0.0,fear,https://punchng.com/ganduje-condoles-with-families-of-six-clerics-who-died-in-auto-crash/
 You've destroyed Nigeria divided Nigerians Kukah bombs Buhari ,Youth Development,Information and Culture,17-4-22,17,4,2022,Neutral,0.0,anger,https://punchng.com/youve-destroyed-nigeria-divided-nigerians-kukah-bombs-buhari/
 Man sets estranged wife ablaze in Adamawa ,Youth Development,Politics,17-4-22,17,4,2022,Neutral,0.0,sadness,https://punchng.com/man-sets-estranged-wife-ablaze-in-adamawa/
 I quit farming after five herders nearly killed me with machete sticks  – 75-year-old Ekiti farmer ,Agriculture,Youth Development,17-4-22,17,4,2022,Negative,-0.2,sadness,https://punchng.com/i-quit-farming-after-five-herders-nearly-killed-me-with-machete-sticks-75-year-old-ekiti-farmer/
 Easter: Edo APC seeks prayer against bad govt ,Education,Power,17-4-22,17,4,2022,Negative,-0.7,anger,https://punchng.com/easter-edo-apc-seeks-prayer-against-bad-govt/
 Easter: Plateau Speaker tasks citizens on security ,Education,Environment,17-4-22,17,4,2022,Neutral,0.0,0,https://punchng.com/easter-plateau-speaker-tasks-citizens-on-security/
 Keyamo's old tweet criticising Jonathan's pardon for Alamieyeseigha resurfaces ,Politics,Justice,17-4-22,17,4,2022,Positive,0.1,anticipation,https://punchng.com/keyamos-old-tweet-criticising-jonathans-pardon-for-alamieyeseigha-resurfaces/
 2023: Kano commissioner for rural devt resigns ,Education,Agriculture,17-4-22,17,4,2022,Neutral,0.0,0,https://punchng.com/2023-kano-commissioner-for-rural-devt-resigns/
 Sokoto riverine communities decry boat accidents ,Environment,Transportation,17-4-22,17,4,2022,Neutral,0.0,anger,https://punchng.com/sokoto-riverine-communities-decry-boat-accidents/
 Why we chose to sing gospel songs  - Popular entertainers ,Entertainment,Sports,17-4-22,17,4,2022,Positive,0.6,anticipation,https://punchng.com/why-we-chose-to-sing-gospel-songs-popular-entertainers/
 EPL: Rangnick fears for Man United defence against Liverpool ,Defense,Youth Development,17-4-22,17,4,2022,Neutral,0.0,0,https://punchng.com/epl-rangnick-fears-for-man-united-defence-against-liverpool/
 Getting pregnant immediately after   miscarriage  unsafe –Reproductive experts ,Health,Youth Development,17-4-22,17,4,2022,Positive,0.3,sadness,https://punchng.com/getting-pregnant-immediately-after-miscarriage-unsafe-reproductive-experts/
 Nollywood not responsible for increase in money rituals —Branch Dike  Oworu Ojefua ,Education,Finance,17-4-22,17,4,2022,Negative,-0.1,anticipation,https://punchng.com/nollywood-not-responsible-for-increase-in-money-rituals-branch-dike-oworu-ojefua/
 Why proposed census is misplaced priority - Yoruba group ,Education,Information and Culture,17-4-22,17,4,2022,Negative,-0.2,sadness,https://punchng.com/why-proposed-census-is-misplaced-priority-yoruba-group/
 Nigeria: The values trap and hope for progress from 2023 ,Education,Information and Culture,17-4-22,17,4,2022,Neutral,0.0,anticipation,https://punchng.com/nigeria-the-values-trap-and-hope-for-progress-from-2023/
 Miyetti Allah members now fleeing Nigeria to escape bandits’ attacks cattle rustling – MACBAN secretary-general Usman ,Crime,Youth Development,17-4-22,17,4,2022,Neutral,0.0,anticipation,https://punchng.com/miyetti-allah-members-now-fleeing-nigeria-to-escape-bandits-attacks-cattle-rustling-macban-secretary-general-usman/
 Over 90% sponsors of insecurity in Imo claim they’re Christians –Uzodimma ,Youth Development,Information and Culture,17-4-22,17,4,2022,Neutral,0.0,fear,https://punchng.com/over-90-sponsors-of-insecurity-in-imo-claim-theyre-christians-uzodimma/
 Why proposed census is misplaced priority - Yoruba group ,Information and Culture,Education,17-4-22,17,4,2022,Negative,-0.2,sadness,https://punchng.com/why-proposed-census-is-misplaced-priority-yoruba-group/
 Nigeria: The values trap and hope for progress from 2023 ,Information and Culture,Education,17-4-22,17,4,2022,Neutral,0.0,anticipation,https://punchng.com/nigeria-the-values-trap-and-hope-for-progress-from-2023/
 Nollywood not responsible for increase in money rituals —Branch Dike  Oworu Ojefua ,Finance,Education,17-4-22,17,4,2022,Negative,-0.1,anticipation,https://punchng.com/nollywood-not-responsible-for-increase-in-money-rituals-branch-dike-oworu-ojefua/
 Getting pregnant immediately after   miscarriage  unsafe –Reproductive experts ,Youth Development,Health,17-4-22,17,4,2022,Positive,0.3,sadness,https://punchng.com/getting-pregnant-immediately-after-miscarriage-unsafe-reproductive-experts/
 EPL: Rangnick fears for Man United defence against Liverpool ,Youth Development,Defense,17-4-22,17,4,2022,Neutral,0.0,0,https://punchng.com/epl-rangnick-fears-for-man-united-defence-against-liverpool/
 Miyetti Allah members now fleeing Nigeria to escape bandits’ attacks cattle rustling – MACBAN secretary-general Usman ,Youth Development,Crime,17-4-22,17,4,2022,Neutral,0.0,anticipation,https://punchng.com/miyetti-allah-members-now-fleeing-nigeria-to-escape-bandits-attacks-cattle-rustling-macban-secretary-general-usman/
 Chrisland: Share s3x tape risk 14-year jail term -Lagos govt ,Youth Development,Education,18-4-22,18,4,2022,Negative,-0.1,fear,https://punchng.com/chrisland-share-s3x-tape-risk-14-year-jail-term-lagos-govt/
 Edo boosts financial literacy for 600 MSMEs ,Education,Health,18-4-22,18,4,2022,Neutral,0.0,0,https://punchng.com/edo-boosts-financial-literacy-for-600-msmes/
 Women reliable allies in politics says Oshiomhole ,Politics,Education,18-4-22,18,4,2022,Neutral,0.0,anticipation,https://punchng.com/women-reliable-allies-in-politics-says-oshiomhole/
 Chrisland: Police begin probe of sexual abuse to engage Interpol ,Crime,Youth Development,18-4-22,18,4,2022,Positive,0.5,anger,https://punchng.com/chrisland-police-begin-probe-of-sexual-abuse-to-engage-interpol/
 Groups hail Dangote refinery's world-class technology application ,Environment,Education,18-4-22,18,4,2022,Neutral,0.0,anticipation,https://punchng.com/groups-hail-dangote-refinerys-world-class-technology-application/
 Kenya's Jepchirchir wins Boston Marathon title ,Sports,Youth Development,18-4-22,18,4,2022,Positive,0.3,anticipation,https://punchng.com/kenyas-jepchirchir-wins-boston-marathon-title/
 Nadal back in training after four-week rib injury layoff ,Health,Youth Development,18-4-22,18,4,2022,Neutral,0.0,anger,https://punchng.com/nadal-back-in-training-after-four-week-rib-injury-layoff/
 Bruno Fernandes fit for Liverpool clash despite car crash -Man Utd boss ,Youth Development,Sports,18-4-22,18,4,2022,Positive,0.4,sadness,https://punchng.com/bruno-fernandes-fit-for-liverpool-clash-despite-car-crash-man-utd-boss/
 More defections loom in APC as PDP woos Yari Marafa ,Power,Information and Culture,18-4-22,18,4,2022,Positive,0.5,anticipation,https://punchng.com/more-defections-loom-in-apc-as-pdp-woos-yari-marafa/
 #AgegeBread advert: Tweeps knock Sterling Bank's apology ,Legal,Entertainment,18-4-22,18,4,2022,Neutral,0.0,anticipation,https://punchng.com/agegebread-advert-tweeps-knock-sterling-banks-apology/
 Easter: APCON to sanction Sterling Bank for 'provocative' Agege Bread advert ,Entertainment,Power,18-4-22,18,4,2022,Neutral,0.0,0,https://punchng.com/easter-apcon-to-sanction-sterling-bank-for-provocative-agege-bread-advert/
 Insecurity: HURIWA backs Kukah knocks NASS over failure to impeach Buhari ,Power,Health,18-4-22,18,4,2022,Negative,-0.3,disgust,https://punchng.com/insecurity-huriwa-backs-kukah-knocks-nass-over-failure-to-impeach-buhari/
 Environmental board to close indebted offices hotels in FCT ,Education,Environment,18-4-22,18,4,2022,Neutral,0.0,anticipation,https://punchng.com/environmental-board-to-close-indebted-offices-hotels-in-fct/
 Challenges that a post-Imran Pakistan faces ,Education,Politics,18-4-22,18,4,2022,Neutral,0.0,0,https://punchng.com/challenges-that-a-post-imran-pakistan-faces/
 APGA debunks assassination attempt on Soludo ,Crime,Politics,18-4-22,18,4,2022,Neutral,0.0,anger,https://punchng.com/apga-debunks-assassination-attempt-on-soludo/
 NGO to restore Hope Waddell wooden storey building in Calabar ,Education,Youth Development,18-4-22,18,4,2022,Neutral,0.0,anticipation,https://punchng.com/ngo-to-restore-hope-waddell-wooden-storey-building-in-calabar/
 Windstorms destroy 463 houses in Cross River – NEMA ,Power,Environment,18-4-22,18,4,2022,Negative,-0.1,0,https://punchng.com/windstorms-destroy-463-houses-in-cross-river-nema/
 UPDATED: Lagos govt shuts down Chrisland Schools ,Education,Politics,18-4-22,18,4,2022,Negative,-0.2,0,https://punchng.com/breaking-lagos-govt-shuts-down-chrisland-schools/
 Abuse: Why we suspended female student —Chrisland ,Youth Development,Education,18-4-22,18,4,2022,Neutral,0.0,anticipation,https://punchng.com/abuse-why-we-suspended-female-student-chrisland/
 2022 UTME: JAMB optimistic of hitch-free exercise ,Power,Legal,18-4-22,18,4,2022,Neutral,0.0,0,https://punchng.com/2022-utme-jamb-optimistic-of-hitch-free-exercise/
 South African Army deploys 10000 soldiers in flood relief effort ,Education,Power,18-4-22,18,4,2022,Neutral,0.0,anticipation,https://punchng.com/south-african-army-deploys-10000-soldiers-in-flood-relief-effort/
 Hooliganism: League body fines Kano Pillars N9m banishes club ,Sports,Crime,18-4-22,18,4,2022,Neutral,0.0,0,https://punchng.com/hooliganism-league-body-fines-kano-pillars-n9m-banishes-club/
 Singer Rema pleads with ASUU to call off strike ,Youth Development,Defense,18-4-22,18,4,2022,Neutral,0.0,anger,https://punchng.com/singer-rema-pleads-with-asuu-to-call-off-strike/
 Man United's Fernandes involved in auto crash ,Youth Development,Sports,18-4-22,18,4,2022,Neutral,0.0,fear,https://punchng.com/man-uniteds-fernandes-involved-in-auto-crash/
 200000 may lose jobs in Moscow over sanctions -Mayor ,Politics,Education,18-4-22,18,4,2022,Neutral,0.0,anger,https://punchng.com/200000-may-lose-jobs-in-moscow-over-sanctions-mayor/
 Akeredolu backs wife's senatorial bid on 41st wedding anniversary ,Youth Development,Politics,18-4-22,18,4,2022,Neutral,0.0,0,https://punchng.com/akeredolu-backs-wifes-senatorial-bid-on-41st-wedding-anniversary/
 Chrisland: What my son told me about leaked tape –Wizkid’s babymama Shola Ogudu ,Information and Culture,Youth Development,18-4-22,18,4,2022,Neutral,0.0,0,https://punchng.com/chrisland-what-my-son-told-me-about-leaked-tape-wizkids-babymama-shola-ogudu/
 Wike faults Buhari's anti-corruption fight questions EFCC ICPC's relevance ,Crime,Politics,18-4-22,18,4,2022,Neutral,0.0,anger,https://punchng.com/wike-faults-buharis-anti-corruption-fight-questions-efcc-icpcs-relevance/
 Barca's top four bid shaken after 1-0 defeat to Cadiz ,Defense,Power,18-4-22,18,4,2022,Positive,0.5,anticipation,https://punchng.com/barcas-top-four-bid-shaken-after-1-0-defeat-to-cadiz/
 ASUU strike: Rema reacts to Bowen university's open invitation ,Sports,Education,18-4-22,18,4,2022,Neutral,0.0,anticipation,https://punchng.com/asuu-strike-rema-reacts-to-bowen-universitys-open-invitation/
 Russian strikes kill eight civilians in east Ukraine ,Youth Development,Power,18-4-22,18,4,2022,Neutral,0.0,fear,https://punchng.com/russian-strikes-kill-eight-civilians-in-east-ukraine/
 Nigerian choirs bag medals in African choral competition ,Education,Sports,18-4-22,18,4,2022,Neutral,0.0,joy,https://punchng.com/nigerian-choirs-bag-medals-in-african-choral-competition/
 FG renames National Theatre ,Politics,Sports,19-4-22,19,4,2022,Neutral,0.0,0,https://punchng.com/fg-renames-national-theatre/
 MC Oluomo backs Sanwo-Olu’s second term bid promises three million votes ,Power,Youth Development,19-4-22,19,4,2022,Neutral,0.0,0,https://punchng.com/mc-oluomo-backs-sanwo-olus-second-term-bid-promises-three-million-votes/
 Igbo presidency: Ohanaeze replies Oluwo of Iwo says accusations untrue ,Politics,Information and Culture,19-4-22,19,4,2022,Neutral,0.0,sadness,https://punchng.com/igbo-presidency-ohanaeze-replies-oluwo-of-iwo-says-accusations-untrue/
 Pictorial: Osinbajo meets Buhari eight days after declaration for presidency ,Power,Sports,19-4-22,19,4,2022,Neutral,0.0,0,https://punchng.com/pictorial-osinbajo-meets-buhari-eight-days-after-declaration-for-presidency/
 2023: Cross River businessman declares for governorship ,Politics,Education,19-4-22,19,4,2022,Neutral,0.0,0,https://punchng.com/2023-cross-river-businessman-declares-for-governorship/
 2023: Nigerians need problem solver not consensus candidate -Obi ,Education,Youth Development,19-4-22,19,4,2022,Neutral,0.0,fear,https://punchng.com/2023-nigerians-need-problem-solver-not-consensus-candidate-obi/
 Ganduje accepts resignation of seven commissioners ,Power,Health,19-4-22,19,4,2022,Neutral,0.0,sadness,https://punchng.com/ganduje-accepts-resignation-of-seven-commissioners/
 Imo SDP chieftains exchange blows suspend Congress ,Power,Politics,19-4-22,19,4,2022,Neutral,0.0,anticipation,https://punchng.com/imo-sdp-chieftains-exchange-blows-suspend-congress/
 2023: Kwankwaso set to declare interest in presidency ,Power,Finance,19-4-22,19,4,2022,Neutral,0.0,anticipation,https://punchng.com/2023-kwankwaso-set-to-declare-interest-in-presidency/
 IGP confirms Adejobi as 25th Force PRO ,Power,Legal,19-4-22,19,4,2022,Neutral,0.0,0,https://punchng.com/igp-confirms-adejobi-as-25th-force-pro/
 Power outage: Respect consumers' rights commission urges Discos ,Power,Education,19-4-22,19,4,2022,Neutral,0.0,trust,https://punchng.com/power-outage-respect-consumers-rights-commission-urges-discos/
 Interim govt'll create anarchy says Uzodinma ,Power,Legal,19-4-22,19,4,2022,Neutral,0.0,joy,https://punchng.com/interim-govtll-create-anarchy-says-uzodinma/
